Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
10/21/2020,Loveland,,21,1873
10/21/2020,Metro Wastewater RWHTF - CC,,180,1874
10/21/2020,Metro Wastewater RWHTF - PRC,,318,1875
10/21/2020,Northglenn,130206.5,22,1876
10/21/2020,Pueblo,,30,1877
10/21/2020,Pueblo West,,0,1878
10/21/2020,South Adams County,,32,1879
10/21/2020,South Fort Collins,,8,1880
10/21/2020,SPR,,67,1881
10/21/2020,Wellington Water and Sewer,,0,1882
10/22/2020,Aurora,111407.4,112,1883
10/22/2020,Boulder,13068.2,21,1884
10/22/2020,Broomfield,,18,1885
10/22/2020,CO Springs - JD Phillips,79908.7,22,1886
10/22/2020,CO Springs - Las Vegas,76918.3,78,1887
10/22/2020,Estes Park + Upper Thompson,50075.7,0,1888
10/22/2020,Fort Collins - Boxelder,30436.8,6,1889
10/22/2020,Fort Collins - Drake,38927.4,20,1890
10/22/2020,Fort Collins - Mulberry,38898.3,8,1891
10/22/2020,Greeley,40832,27,1892
10/22/2020,Longmont,46087,26,1893
10/22/2020,Louisville,3257.8,0,1894
10/22/2020,Loveland,,17,1895
10/22/2020,Metro Wastewater RWHTF - CC,95365.4,168,1896
10/22/2020,Metro Wastewater RWHTF - PRC,69936,323,1897
10/22/2020,Northglenn,,19,1898
10/22/2020,Pueblo,71196.7,72,1899
10/22/2020,Pueblo West,,0,1900
10/14/2020,Longmont,,12,1901
10/30/2020,Longmont,,45,1902
10/16/2020,Pueblo,,22,1903
10/16/2020,Pueblo West,,0,1904
10/16/2020,South Adams County,,29,1905
10/16/2020,South Fort Collins,,0,1906
10/16/2020,SPR,,51,1907
10/16/2020,Wellington Water and Sewer,,0,1908
10/17/2020,Aurora,,82,1909
10/17/2020,Boulder,,8,1910
10/17/2020,Broomfield,,12,1911
10/17/2020,CO Springs - JD Phillips,,20,1912
10/17/2020,CO Springs - Las Vegas,,60,1913
10/17/2020,Estes Park + Upper Thompson,,0,1914
10/17/2020,Fort Collins - Boxelder,,0,1915
10/17/2020,Fort Collins - Drake,,12,1916
10/17/2020,Fort Collins - Mulberry,,7,1917
10/17/2020,Greeley,,14,1918
10/17/2020,Longmont,,16,1919
10/17/2020,Louisville,,0,1920
10/17/2020,Loveland,,11,1921
10/17/2020,Metro Wastewater RWHTF - CC,,125,1922
10/17/2020,Metro Wastewater RWHTF - PRC,,199,1923
10/17/2020,Northglenn,,16,1924
10/17/2020,Pueblo,,22,1925
10/17/2020,Pueblo West,,0,1926
10/17/2020,South Adams County,,28,1927
10/17/2020,South Fort Collins,,0,1928
10/17/2020,SPR,,45,1929
10/17/2020,Wellington Water and Sewer,,0,1930
10/18/2020,Aurora,,67,1931
10/18/2020,Boulder,,7,1932
10/18/2020,Broomfield,,12,1933
10/18/2020,CO Springs - JD Phillips,,18,1934
10/18/2020,CO Springs - Las Vegas,,53,1935
10/18/2020,Estes Park + Upper Thompson,,0,1936
10/30/2020,Louisville,,5,1937
10/30/2020,Loveland,,24,1938
10/30/2020,Metro Wastewater RWHTF - CC,,278,1939
10/30/2020,Metro Wastewater RWHTF - PRC,,534,1940
10/30/2020,Northglenn,,25,1941
10/30/2020,Pueblo,,72,1942
10/30/2020,Pueblo West,,0,1943
10/30/2020,South Adams County,,73,1944
10/30/2020,South Fort Collins,,9,1945
10/30/2020,SPR,,103,1946
10/30/2020,Wellington Water and Sewer,,6,1947
10/31/2020,Aurora,,177,1948
10/31/2020,Boulder,,30,1949
10/31/2020,Broomfield,,22,1950
10/31/2020,CO Springs - JD Phillips,,31,1951
10/31/2020,CO Springs - Las Vegas,,135,1952
10/31/2020,Estes Park + Upper Thompson,,0,1953
10/31/2020,Fort Collins - Boxelder,,5,1954
10/31/2020,Fort Collins - Drake,,27,1955
10/31/2020,Fort Collins - Mulberry,,11,1956
10/31/2020,Greeley,,52,1957
10/31/2020,Longmont,,44,1958
10/31/2020,Louisville,,0,1959
10/31/2020,Loveland,,17,1960
10/31/2020,Metro Wastewater RWHTF - CC,,243,1961
10/31/2020,Metro Wastewater RWHTF - PRC,,449,1962
10/31/2020,Northglenn,,26,1963
10/31/2020,Pueblo,,65,1964
10/31/2020,Pueblo West,,0,1965
10/31/2020,South Adams County,,65,1966
10/31/2020,South Fort Collins,,7,1967
10/14/2020,Louisville,,0,1968
10/14/2020,Loveland,,12,1969
10/14/2020,Metro Wastewater RWHTF - CC,,165,1970
10/14/2020,Metro Wastewater RWHTF - PRC,,259,1971
10/14/2020,Northglenn,154221.8,17,1972
10/14/2020,Pueblo,,24,1973
10/14/2020,Pueblo West,,0,1974
10/14/2020,South Adams County,,27,1975
10/14/2020,South Fort Collins,,6,1976
10/14/2020,SPR,,52,1977
10/14/2020,Wellington Water and Sewer,,0,1978
10/15/2020,Aurora,134874.1,85,1979
10/15/2020,Boulder,14715.9,8,1980
10/15/2020,Broomfield,15908.8,10,1981
10/15/2020,CO Springs - JD Phillips,91115.2,22,1982
10/15/2020,CO Springs - Las Vegas,83139.3,62,1983
10/15/2020,Estes Park + Upper Thompson,68113.9,0,1984
10/15/2020,Fort Collins - Boxelder,37108.3,6,1985
10/15/2020,Fort Collins - Drake,48173.6,18,1986
10/15/2020,Fort Collins - Mulberry,,8,1987
10/15/2020,Greeley,78097.5,15,1988
10/15/2020,Longmont,61353.6,15,1989
10/15/2020,Louisville,26248.4,0,1990
10/15/2020,Loveland,,13,1991
10/15/2020,Metro Wastewater RWHTF - CC,64402.5,151,1992
10/15/2020,Metro Wastewater RWHTF - PRC,75141.7,255,1993
10/15/2020,Northglenn,,18,1994
10/15/2020,Pueblo,124521.9,19,1995
10/15/2020,Pueblo West,,0,1996
10/15/2020,South Adams County,107092.2,33,1997
10/15/2020,South Fort Collins,38476.2,5,1998
10/15/2020,SPR,127901.4,49,1999
10/15/2020,Wellington Water and Sewer,,0,2000
11/03/2020,CO Springs - Las Vegas,162429.4,219,2001
11/07/2020,Pueblo,,195,2002
11/07/2020,Pueblo West,,0,2003
11/07/2020,South Adams County,,80,2004
11/07/2020,South Fort Collins,,11,2005
11/07/2020,SPR,,165,2006
11/07/2020,Wellington Water and Sewer,,7,2007
11/08/2020,Aurora,,177,2008
11/08/2020,Boulder,,53,2009
11/08/2020,Broomfield,,24,2010
11/08/2020,CO Springs - JD Phillips,,54,2011
11/08/2020,CO Springs - Las Vegas,,173,2012
11/08/2020,Estes Park + Upper Thompson,,0,2013
11/08/2020,Fort Collins - Boxelder,,9,2014
11/08/2020,Fort Collins - Drake,,40,2015
11/08/2020,Fort Collins - Mulberry,,18,2016
11/08/2020,Greeley,,44,2017
11/08/2020,Longmont,,51,2018
11/08/2020,Louisville,,5,2019
11/08/2020,Loveland,,28,2020
11/08/2020,Metro Wastewater RWHTF - CC,,289,2021
11/08/2020,Metro Wastewater RWHTF - PRC,,596,2022
11/08/2020,Northglenn,,34,2023
11/08/2020,Pueblo,,172,2024
11/08/2020,Pueblo West,,0,2025
11/08/2020,South Adams County,,66,2026
11/08/2020,South Fort Collins,,9,2027
11/08/2020,SPR,,130,2028
11/08/2020,Wellington Water and Sewer,,7,2029
11/09/2020,Aurora,227082.5,202,2030
11/09/2020,Boulder,80415.1,56,2031
11/09/2020,Broomfield,47087.8,29,2032
11/09/2020,CO Springs - JD Phillips,175790.3,69,2033
11/09/2020,CO Springs - Las Vegas,254641.7,205,2034
11/09/2020,Estes Park + Upper Thompson,119913.4,0,2035
11/09/2020,Fort Collins - Boxelder,122595.1,9,2036
11/09/2020,Fort Collins - Drake,96364.4,29,2037
11/09/2020,Fort Collins - Mulberry,183183.6,11,2038
11/09/2020,Greeley,264238.4,66,2039
11/09/2020,Longmont,184751,53,2040
11/09/2020,Louisville,39366.4,7,2041
11/09/2020,Loveland,157117.3,29,2042
11/09/2020,Metro Wastewater RWHTF - CC,123870.7,296,2043
11/09/2020,Metro Wastewater RWHTF - PRC,218487.7,602,2044
11/09/2020,Northglenn,240952.4,34,2045
11/09/2020,Pueblo,168123.1,192,2046
11/09/2020,Pueblo West,,0,2047
11/09/2020,South Adams County,107211.9,66,2048
11/09/2020,South Fort Collins,40360.7,9,2049
11/09/2020,SPR,214975.3,161,2050
11/09/2020,Wellington Water and Sewer,466462,7,2051
11/03/2020,Estes Park + Upper Thompson,,0,2052
11/03/2020,Fort Collins - Boxelder,,12,2053
11/03/2020,Fort Collins - Drake,,28,2054
11/03/2020,Fort Collins - Mulberry,,14,2055
11/03/2020,Greeley,,56,2056
11/03/2020,Longmont,,55,2057
11/03/2020,Louisville,,5,2058
11/03/2020,Loveland,,31,2059
11/03/2020,Metro Wastewater RWHTF - CC,,291,2060
11/03/2020,Metro Wastewater RWHTF - PRC,,577,2061
11/03/2020,Northglenn,,29,2062
11/03/2020,Pueblo,,97,2063
11/12/2020,Fort Collins - Boxelder,84802.1,18,2064
11/03/2020,Pueblo West,110000,0,2065
11/03/2020,South Adams County,,65,2066
11/03/2020,South Fort Collins,,10,2067
11/03/2020,SPR,,128,2068
11/03/2020,Wellington Water and Sewer,,7,2069
11/04/2020,Aurora,,269,2070
11/04/2020,Boulder,,66,2071
11/04/2020,Broomfield,,32,2072
11/04/2020,CO Springs - JD Phillips,,82,2073
11/04/2020,CO Springs - Las Vegas,,218,2074
11/04/2020,Estes Park + Upper Thompson,,11,2075
11/04/2020,Fort Collins - Boxelder,,17,2076
11/10/2020,Aurora,,260,2077
11/04/2020,Fort Collins - Drake,,44,2078
11/04/2020,Fort Collins - Mulberry,,23,2079
11/04/2020,Greeley,,66,2080
11/04/2020,Longmont,,59,2081
11/04/2020,Louisville,,6,2082
11/04/2020,Loveland,,40,2083
11/04/2020,Metro Wastewater RWHTF - CC,,360,2084
11/04/2020,Metro Wastewater RWHTF - PRC,,733,2085
11/04/2020,Northglenn,,36,2086
11/04/2020,Pueblo,,120,2087
11/04/2020,Pueblo West,,0,2088
11/04/2020,South Adams County,,83,2089
11/04/2020,South Fort Collins,,15,2090
11/04/2020,SPR,,159,2091
11/04/2020,Wellington Water and Sewer,,8,2092
11/05/2020,Aurora,275983.1,285,2093
11/05/2020,Boulder,60862.8,61,2094
11/05/2020,Broomfield,29733.7,28,2095
11/05/2020,CO Springs - JD Phillips,197896.6,87,2096
11/05/2020,CO Springs - Las Vegas,178364.2,236,2097
11/05/2020,Estes Park + Upper Thompson,93877,10,2098
11/05/2020,Fort Collins - Boxelder,176513.4,17,2099
11/05/2020,Fort Collins - Drake,52473.4,45,2100
11/05/2020,Fort Collins - Mulberry,77009.1,26,2101
11/05/2020,Greeley,236193.2,76,2102
11/16/2020,South Adams County,263335.7,60,2103
11/10/2020,Boulder,,64,2104
11/12/2020,Fort Collins - Drake,173652.5,79,2105
11/16/2020,South Fort Collins,,16,2106
11/10/2020,Broomfield,,31,2107
11/12/2020,Fort Collins - Mulberry,180672,24,2108
11/05/2020,Longmont,191672.5,60,2109
11/16/2020,SPR,218215.3,169,2110
11/10/2020,CO Springs - JD Phillips,,81,2111
11/12/2020,Greeley,301267.1,102,2112
11/14/2020,Loveland,,44,2113
11/05/2020,Louisville,68526.7,8,2114
11/16/2020,Wellington Water and Sewer,156292.5,10,2115
10/31/2020,SPR,,96,2116
11/10/2020,CO Springs - Las Vegas,,261,2117
11/12/2020,Longmont,216751.4,79,2118
11/14/2020,Metro Wastewater RWHTF - CC,,367,2119
11/05/2020,Loveland,111197.7,37,2120
11/17/2020,Aurora,,279,2121
10/31/2020,Wellington Water and Sewer,,5,2122
11/10/2020,Estes Park + Upper Thompson,,0,2123
11/12/2020,Louisville,74563.3,10,2124
11/14/2020,Metro Wastewater RWHTF - PRC,,735,2125
11/05/2020,Metro Wastewater RWHTF - CC,145540.3,384,2126
11/17/2020,Boulder,,60,2127
11/01/2020,Aurora,,148,2128
11/10/2020,Fort Collins - Boxelder,,13,2129
11/12/2020,Loveland,185150.3,62,2130
11/14/2020,Northglenn,,40,2131
11/05/2020,Metro Wastewater RWHTF - PRC,171509.7,802,2132
11/17/2020,Broomfield,,44,2133
11/01/2020,Boulder,,31,2134
11/10/2020,Fort Collins - Drake,,52,2135
11/12/2020,Metro Wastewater RWHTF - CC,147426.9,431,2136
11/14/2020,Pueblo,,172,2137
11/05/2020,Northglenn,,39,2138
11/17/2020,CO Springs - JD Phillips,,100,2139
11/01/2020,Broomfield,,20,2140
11/10/2020,Fort Collins - Mulberry,,21,2141
11/12/2020,Metro Wastewater RWHTF - PRC,250452.9,913,2142
11/14/2020,Pueblo West,,0,2143
11/05/2020,Pueblo,172244.7,117,2144
11/17/2020,CO Springs - Las Vegas,,315,2145
11/01/2020,CO Springs - JD Phillips,,23,2146
11/10/2020,Greeley,,84,2147
11/12/2020,Northglenn,,45,2148
11/14/2020,South Adams County,,72,2149
11/05/2020,Pueblo West,,0,2150
11/17/2020,Estes Park + Upper Thompson,,0,2151
11/01/2020,CO Springs - Las Vegas,,158,2152
11/10/2020,Longmont,,66,2153
11/10/2020,Louisville,,9,2154
11/10/2020,Loveland,,37,2155
11/10/2020,Metro Wastewater RWHTF - CC,,363,2156
11/10/2020,Metro Wastewater RWHTF - PRC,,754,2157
11/10/2020,Northglenn,,41,2158
11/10/2020,Pueblo,,146,2159
11/10/2020,Pueblo West,,0,2160
11/10/2020,South Adams County,,75,2161
11/10/2020,South Fort Collins,,13,2162
11/10/2020,SPR,,200,2163
11/10/2020,Wellington Water and Sewer,,9,2164
11/11/2020,Aurora,,324,2165
11/11/2020,Boulder,,78,2166
11/11/2020,Broomfield,,39,2167
11/11/2020,CO Springs - JD Phillips,,115,2168
11/11/2020,CO Springs - Las Vegas,,326,2169
11/11/2020,Estes Park + Upper Thompson,,0,2170
11/11/2020,Fort Collins - Boxelder,,18,2171
11/11/2020,Fort Collins - Drake,,75,2172
11/11/2020,Fort Collins - Mulberry,,26,2173
11/11/2020,Greeley,,114,2174
11/11/2020,Longmont,,77,2175
11/11/2020,Louisville,,11,2176
11/11/2020,Loveland,,55,2177
11/11/2020,Metro Wastewater RWHTF - CC,,436,2178
11/11/2020,Metro Wastewater RWHTF - PRC,,880,2179
11/11/2020,Northglenn,,50,2180
11/11/2020,Pueblo,,179,2181
11/11/2020,Pueblo West,,0,2182
11/11/2020,South Adams County,,91,2183
11/11/2020,South Fort Collins,,20,2184
11/11/2020,SPR,,241,2185
11/11/2020,Wellington Water and Sewer,,11,2186
11/12/2020,Aurora,361227.9,308,2187
11/12/2020,Boulder,109962.8,82,2188
11/12/2020,Broomfield,31603,45,2189
11/12/2020,CO Springs - JD Phillips,287535.7,109,2190
11/12/2020,CO Springs - Las Vegas,280099.4,299,2191
11/12/2020,Estes Park + Upper Thompson,109450.4,0,2192
11/01/2020,Estes Park + Upper Thompson,,0,2193
11/05/2020,South Adams County,135646.8,87,2194
11/14/2020,South Fort Collins,,18,2195
11/17/2020,Fort Collins - Boxelder,,20,2196
11/14/2020,SPR,,173,2197
11/05/2020,South Fort Collins,40369.2,15,2198
11/12/2020,Pueblo,325593.4,187,2199
11/01/2020,Fort Collins - Boxelder,,0,2200
11/17/2020,Fort Collins - Drake,,64,2201
11/14/2020,Wellington Water and Sewer,,5,2202
11/05/2020,SPR,234576.7,167,2203
11/12/2020,Pueblo West,,0,2204
11/01/2020,Fort Collins - Drake,,21,2205
11/17/2020,Fort Collins - Mulberry,,21,2206
11/15/2020,Aurora,,218,2207
11/05/2020,Wellington Water and Sewer,205245.4,7,2208
11/12/2020,South Adams County,208143.5,92,2209
11/01/2020,Fort Collins - Mulberry,,9,2210
11/17/2020,Greeley,,109,2211
11/15/2020,Boulder,,43,2212
11/06/2020,Aurora,,276,2213
11/12/2020,South Fort Collins,105339.6,22,2214
11/01/2020,Greeley,,41,2215
11/17/2020,Longmont,,73,2216
11/15/2020,Broomfield,,26,2217
11/06/2020,Boulder,,58,2218
11/12/2020,SPR,213598.5,213,2219
11/01/2020,Longmont,,42,2220
11/17/2020,Louisville,,9,2221
11/15/2020,CO Springs - JD Phillips,,57,2222
11/06/2020,Broomfield,,30,2223
11/12/2020,Wellington Water and Sewer,338410.1,10,2224
11/01/2020,Louisville,,0,2225
11/17/2020,Loveland,,40,2226
11/15/2020,CO Springs - Las Vegas,,192,2227
11/06/2020,CO Springs - JD Phillips,,82,2228
11/13/2020,Aurora,,304,2229
11/01/2020,Loveland,,14,2230
11/17/2020,Metro Wastewater RWHTF - CC,,365,2231
11/15/2020,Estes Park + Upper Thompson,,0,2232
11/06/2020,CO Springs - Las Vegas,,254,2233
11/13/2020,Boulder,,79,2234
11/01/2020,Metro Wastewater RWHTF - CC,,219,2235
11/17/2020,Metro Wastewater RWHTF - PRC,,774,2236
11/15/2020,Fort Collins - Boxelder,,19,2237
11/15/2020,Fort Collins - Drake,,76,2238
11/15/2020,Fort Collins - Mulberry,,32,2239
11/15/2020,Greeley,,75,2240
11/15/2020,Longmont,,65,2241
11/15/2020,Louisville,,6,2242
11/15/2020,Loveland,,29,2243
11/15/2020,Metro Wastewater RWHTF - CC,,295,2244
11/15/2020,Metro Wastewater RWHTF - PRC,,574,2245
11/15/2020,Northglenn,,36,2246
11/15/2020,Pueblo,,126,2247
11/15/2020,Pueblo West,,0,2248
11/15/2020,South Adams County,,59,2249
11/15/2020,South Fort Collins,,15,2250
11/15/2020,SPR,,151,2251
11/15/2020,Wellington Water and Sewer,,5,2252
11/16/2020,Aurora,346193.4,246,2253
11/16/2020,Boulder,165764.9,46,2254
11/16/2020,Broomfield,115853.2,35,2255
11/16/2020,CO Springs - JD Phillips,321116.8,76,2256
11/16/2020,CO Springs - Las Vegas,388599.3,245,2257
11/16/2020,Estes Park + Upper Thompson,137657.1,0,2258
11/16/2020,Fort Collins - Boxelder,127302.4,16,2259
11/16/2020,Fort Collins - Drake,133018.6,63,2260
11/16/2020,Fort Collins - Mulberry,90639.8,21,2261
11/16/2020,Greeley,312752.6,95,2262
11/16/2020,Longmont,312565.9,64,2263
11/16/2020,Louisville,195400.3,7,2264
11/16/2020,Loveland,180505.3,28,2265
11/16/2020,Metro Wastewater RWHTF - CC,102342.1,320,2266
11/16/2020,Metro Wastewater RWHTF - PRC,172608.6,630,2267
11/16/2020,Northglenn,66228.8,39,2268
11/16/2020,Pueblo,370977.8,161,2269
11/16/2020,Pueblo West,,0,2270
11/01/2020,Metro Wastewater RWHTF - PRC,,380,2271
11/06/2020,Estes Park + Upper Thompson,,9,2272
11/13/2020,Broomfield,,44,2273
11/06/2020,Fort Collins - Boxelder,,17,2274
11/01/2020,Northglenn,,23,2275
11/13/2020,CO Springs - JD Phillips,,103,2276
11/17/2020,Northglenn,,44,2277
11/06/2020,Fort Collins - Drake,,58,2278
11/01/2020,Pueblo,,41,2279
11/13/2020,CO Springs - Las Vegas,,294,2280
11/17/2020,Pueblo,,204,2281
11/06/2020,Fort Collins - Mulberry,,31,2282
11/01/2020,Pueblo West,,0,2283
11/13/2020,Estes Park + Upper Thompson,,0,2284
11/17/2020,Pueblo West,,0,2285
11/06/2020,Greeley,,74,2286
11/01/2020,South Adams County,,46,2287
11/13/2020,Fort Collins - Boxelder,,21,2288
11/17/2020,South Adams County,,66,2289
11/06/2020,Longmont,,61,2290
11/01/2020,South Fort Collins,,5,2291
11/13/2020,Fort Collins - Drake,,88,2292
11/17/2020,South Fort Collins,,17,2293
11/06/2020,Louisville,,6,2294
11/01/2020,SPR,,82,2295
11/13/2020,Fort Collins - Mulberry,,29,2296
11/17/2020,SPR,,200,2297
11/06/2020,Loveland,,37,2298
11/01/2020,Wellington Water and Sewer,,5,2299
11/13/2020,Greeley,,106,2300
11/17/2020,Wellington Water and Sewer,,13,2301
11/06/2020,Metro Wastewater RWHTF - CC,,402,2302
11/02/2020,Aurora,150254,173,2303
11/13/2020,Longmont,,84,2304
11/18/2020,Aurora,,342,2305
11/06/2020,Metro Wastewater RWHTF - PRC,,829,2306
11/02/2020,Boulder,49479.3,47,2307
11/13/2020,Louisville,,7,2308
11/18/2020,Boulder,,69,2309
11/06/2020,Northglenn,,46,2310
11/02/2020,Broomfield,31928.7,27,2311
11/13/2020,Loveland,,58,2312
11/18/2020,Broomfield,,49,2313
11/06/2020,Pueblo,,115,2314
11/02/2020,CO Springs - JD Phillips,100102.9,36,2315
11/13/2020,Metro Wastewater RWHTF - CC,,411,2316
11/18/2020,CO Springs - JD Phillips,,125,2317
11/06/2020,Pueblo West,,0,2318
11/02/2020,CO Springs - Las Vegas,,174,2319
11/13/2020,Metro Wastewater RWHTF - PRC,,850,2320
11/13/2020,Northglenn,,47,2321
11/13/2020,Pueblo,,177,2322
11/13/2020,Pueblo West,,0,2323
11/13/2020,South Adams County,,89,2324
11/13/2020,South Fort Collins,,24,2325
11/13/2020,SPR,,202,2326
11/13/2020,Wellington Water and Sewer,,9,2327
11/14/2020,Aurora,,271,2328
11/14/2020,Boulder,,58,2329
11/14/2020,Broomfield,,38,2330
11/14/2020,CO Springs - JD Phillips,,81,2331
11/14/2020,CO Springs - Las Vegas,,265,2332
11/14/2020,Estes Park + Upper Thompson,,0,2333
11/14/2020,Fort Collins - Boxelder,,19,2334
11/14/2020,Fort Collins - Drake,,79,2335
11/14/2020,Fort Collins - Mulberry,,28,2336
11/14/2020,Greeley,,99,2337
11/14/2020,Longmont,,80,2338
11/14/2020,Louisville,,7,2339
11/18/2020,CO Springs - Las Vegas,,416,2340
11/18/2020,Estes Park + Upper Thompson,,5,2341
11/18/2020,Fort Collins - Boxelder,,19,2342
11/18/2020,Fort Collins - Drake,,75,2343
11/18/2020,Fort Collins - Mulberry,,25,2344
11/18/2020,Greeley,,139,2345
11/18/2020,Longmont,,81,2346
11/18/2020,Louisville,,7,2347
11/18/2020,Loveland,,57,2348
11/18/2020,Metro Wastewater RWHTF - CC,,442,2349
11/18/2020,Metro Wastewater RWHTF - PRC,,902,2350
11/18/2020,Northglenn,370621.4,57,2351
11/18/2020,Pueblo,,265,2352
11/18/2020,Pueblo West,,0,2353
11/18/2020,South Adams County,,77,2354
11/18/2020,South Fort Collins,,18,2355
11/18/2020,SPR,,226,2356
11/18/2020,Wellington Water and Sewer,,14,2357
11/19/2020,Aurora,125657,301,2358
11/19/2020,Boulder,117260.2,61,2359
11/02/2020,Estes Park + Upper Thompson,158831.9,0,2360
11/02/2020,Fort Collins - Boxelder,79374,7,2361
11/02/2020,Fort Collins - Drake,27516.1,19,2362
11/02/2020,Fort Collins - Mulberry,21196.1,8,2363
11/02/2020,Greeley,128185.9,42,2364
11/02/2020,Longmont,95797.5,46,2365
11/02/2020,Louisville,30368.3,0,2366
11/02/2020,Loveland,85874,19,2367
11/02/2020,Metro Wastewater RWHTF - CC,,231,2368
11/02/2020,Metro Wastewater RWHTF - PRC,118171.4,431,2369
11/02/2020,Northglenn,169488.6,27,2370
11/02/2020,Pueblo,134215.5,68,2371
11/02/2020,Pueblo West,,0,2372
11/02/2020,South Adams County,56957.3,46,2373
11/02/2020,South Fort Collins,44981.2,6,2374
11/02/2020,SPR,163855.8,103,2375
11/02/2020,Wellington Water and Sewer,100752.2,6,2376
11/03/2020,Aurora,,219,2377
11/03/2020,Boulder,,55,2378
11/03/2020,Broomfield,,28,2379
11/03/2020,CO Springs - JD Phillips,,57,2380
11/06/2020,South Adams County,,82,2381
11/06/2020,South Fort Collins,,16,2382
11/06/2020,SPR,,174,2383
11/06/2020,Wellington Water and Sewer,,8,2384
11/07/2020,Aurora,,237,2385
11/07/2020,Boulder,,57,2386
11/07/2020,Broomfield,,27,2387
11/07/2020,CO Springs - JD Phillips,,71,2388
11/07/2020,CO Springs - Las Vegas,,224,2389
11/07/2020,Estes Park + Upper Thompson,,0,2390
11/07/2020,Fort Collins - Boxelder,,12,2391
11/07/2020,Fort Collins - Drake,,47,2392
11/07/2020,Fort Collins - Mulberry,,23,2393
11/07/2020,Greeley,,65,2394
11/07/2020,Longmont,,59,2395
11/07/2020,Louisville,,7,2396
11/07/2020,Loveland,,36,2397
11/07/2020,Metro Wastewater RWHTF - CC,,356,2398
11/07/2020,Metro Wastewater RWHTF - PRC,,743,2399
11/07/2020,Northglenn,,42,2400
12/02/2020,Pueblo,,188,2401
12/02/2020,Pueblo West,,0,2402
12/02/2020,South Adams County,,59,2403
12/02/2020,South Fort Collins,,23,2404
12/02/2020,SPR,,195,2405
12/02/2020,Wellington Water and Sewer,,11,2406
12/03/2020,Aurora,311213.1,285,2407
12/03/2020,Boulder,123598.3,37,2408
12/03/2020,Broomfield,30804.6,29,2409
12/03/2020,CO Springs - JD Phillips,314261.6,96,2410
12/03/2020,CO Springs - Las Vegas,279576.1,319,2411
12/03/2020,Estes Park + Upper Thompson,114805.7,0,2412
12/03/2020,Fort Collins - Boxelder,126733,28,2413
12/03/2020,Fort Collins - Drake,144885.9,76,2414
12/03/2020,Fort Collins - Mulberry,72488.2,26,2415
12/03/2020,Greeley,309320.9,92,2416
12/03/2020,Longmont,178098,61,2417
12/03/2020,Louisville,49860.2,5,2418
12/03/2020,Loveland,171512.5,72,2419
12/03/2020,Metro Wastewater RWHTF - CC,292661,350,2420
12/03/2020,Metro Wastewater RWHTF - PRC,161344.4,563,2421
12/03/2020,Northglenn,,32,2422
12/03/2020,Pueblo,264070,154,2423
12/03/2020,Pueblo West,276636.9,0,2424
12/03/2020,South Adams County,141417,60,2425
12/03/2020,South Fort Collins,67325,21,2426
12/03/2020,SPR,324554.2,182,2427
12/03/2020,Wellington Water and Sewer,317140.5,23,2428
12/04/2020,Aurora,,252,2429
12/04/2020,Boulder,,31,2430
12/04/2020,Broomfield,,28,2431
12/04/2020,CO Springs - JD Phillips,,88,2432
12/04/2020,CO Springs - Las Vegas,,296,2433
12/04/2020,Estes Park + Upper Thompson,,0,2434
12/04/2020,Fort Collins - Boxelder,,22,2435
12/04/2020,Fort Collins - Drake,,75,2436
12/04/2020,Fort Collins - Mulberry,,25,2437
12/04/2020,Greeley,,79,2438
12/04/2020,Longmont,,62,2439
12/04/2020,Louisville,,6,2440
12/04/2020,Loveland,,65,2441
12/04/2020,Metro Wastewater RWHTF - CC,,316,2442
12/04/2020,Metro Wastewater RWHTF - PRC,,668,2443
12/04/2020,Northglenn,,32,2444
12/04/2020,Pueblo,,148,2445
12/04/2020,Pueblo West,,0,2446
12/04/2020,South Adams County,,55,2447
12/04/2020,South Fort Collins,,18,2448
12/04/2020,SPR,,158,2449
12/04/2020,Wellington Water and Sewer,,22,2450
11/23/2020,Metro Wastewater RWHTF - PRC,,584,2451
11/23/2020,Northglenn,303600,38,2452
11/23/2020,Pueblo,,126,2453
11/23/2020,Pueblo West,,0,2454
11/23/2020,South Adams County,,57,2455
11/23/2020,South Fort Collins,,13,2456
11/23/2020,SPR,,159,2457
11/23/2020,Wellington Water and Sewer,,8,2458
11/24/2020,Aurora,330741.7,256,2459
11/24/2020,Boulder,103188.4,41,2460
11/24/2020,Broomfield,35645.9,33,2461
11/24/2020,CO Springs - JD Phillips,329230.7,79,2462
11/24/2020,CO Springs - Las Vegas,279129.6,321,2463
11/24/2020,Estes Park + Upper Thompson,105484.2,0,2464
11/24/2020,Fort Collins - Boxelder,126246.1,21,2465
11/24/2020,Fort Collins - Drake,151454.9,66,2466
11/24/2020,Fort Collins - Mulberry,105783,19,2467
11/24/2020,Greeley,308340.1,99,2468
11/24/2020,Longmont,,59,2469
11/24/2020,Louisville,42985.5,9,2470
11/24/2020,Loveland,,57,2471
11/24/2020,Metro Wastewater RWHTF - CC,213774.7,332,2472
11/24/2020,Metro Wastewater RWHTF - PRC,262795.5,617,2473
11/24/2020,Northglenn,,39,2474
11/24/2020,Pueblo,459627.3,163,2475
11/24/2020,Pueblo West,,0,2476
11/24/2020,South Adams County,203139,60,2477
11/24/2020,South Fort Collins,72883.2,17,2478
11/24/2020,SPR,0,176,2479
