Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/26/2020,Estes Park + Upper Thompson,,0,639
08/26/2020,Fort Collins - Boxelder,,0,640
08/26/2020,Fort Collins - Drake,,8,641
08/26/2020,Fort Collins - Mulberry,,0,642
08/26/2020,Greeley,,7,643
08/26/2020,Longmont,,0,644
08/26/2020,Louisville,,0,645
08/26/2020,Loveland,,0,646
08/26/2020,Metro Wastewater RWHTF - CC,,35,647
08/22/2020,Loveland,,0,648
08/26/2020,Metro Wastewater RWHTF - PRC,,51,649
08/26/2020,Northglenn,,0,650
08/26/2020,Pueblo,,5,651
08/26/2020,Pueblo West,,0,652
08/26/2020,South Adams County,,8,653
08/26/2020,South Fort Collins,,0,654
08/26/2020,SPR,,11,655
08/26/2020,Wellington Water and Sewer,,0,656
09/02/2020,South Fort Collins,,0,657
08/27/2020,Broomfield,0,0,658
08/27/2020,CO Springs - JD Phillips,15906.5,0,659
08/27/2020,CO Springs - Las Vegas,9917.9,21,660
08/27/2020,Estes Park + Upper Thompson,3061.5,0,661
08/27/2020,Fort Collins - Boxelder,21659.7,0,662
08/27/2020,Fort Collins - Drake,7622.4,9,663
08/27/2020,Fort Collins - Mulberry,17807.1,0,664
08/27/2020,Greeley,20741.9,9,665
08/27/2020,Longmont,3538.4,0,666
08/27/2020,Louisville,0,0,667
08/27/2020,Loveland,,0,668
08/27/2020,Metro Wastewater RWHTF - CC,,29,669
08/27/2020,Metro Wastewater RWHTF - PRC,7397.2,42,670
08/27/2020,Northglenn,,0,671
08/27/2020,Pueblo,3294.5,0,672
08/27/2020,Pueblo West,,0,673
08/27/2020,South Adams County,15495.5,10,674
08/27/2020,South Fort Collins,13242.8,0,675
08/27/2020,SPR,21860.6,12,676
08/27/2020,Wellington Water and Sewer,,0,677
08/28/2020,Aurora,,20,678
08/28/2020,Boulder,,5,679
08/28/2020,Broomfield,,0,680
08/28/2020,CO Springs - JD Phillips,,0,681
08/28/2020,CO Springs - Las Vegas,,18,682
08/28/2020,Estes Park + Upper Thompson,,0,683
08/28/2020,Fort Collins - Boxelder,,0,684
08/28/2020,Fort Collins - Drake,,10,685
08/28/2020,Fort Collins - Mulberry,,0,686
08/28/2020,Greeley,,9,687
08/28/2020,Longmont,,0,688
08/28/2020,Louisville,,0,689
08/28/2020,Loveland,,0,690
08/28/2020,Metro Wastewater RWHTF - CC,,26,691
08/28/2020,Metro Wastewater RWHTF - PRC,,33,692
08/28/2020,Northglenn,,0,693
08/28/2020,Pueblo,,0,694
08/28/2020,Pueblo West,,0,695
08/28/2020,South Adams County,,10,696
08/28/2020,South Fort Collins,,0,697
08/28/2020,SPR,,12,698
08/28/2020,Wellington Water and Sewer,,0,699
08/29/2020,Aurora,,14,700
08/29/2020,Boulder,,0,701
08/29/2020,Broomfield,,0,702
08/29/2020,CO Springs - JD Phillips,,0,703
08/29/2020,CO Springs - Las Vegas,,15,704
08/29/2020,Estes Park + Upper Thompson,,0,705
08/22/2020,Metro Wastewater RWHTF - CC,,33,706
08/22/2020,Metro Wastewater RWHTF - PRC,,50,707
08/22/2020,Northglenn,,0,708
08/22/2020,Pueblo,,5,709
08/22/2020,Pueblo West,,0,710
08/22/2020,South Adams County,,0,711
08/22/2020,South Fort Collins,,0,712
08/22/2020,SPR,,8,713
08/22/2020,Wellington Water and Sewer,,0,714
08/23/2020,Aurora,,18,715
08/23/2020,Boulder,,0,716
08/23/2020,Broomfield,,0,717
08/23/2020,CO Springs - JD Phillips,,0,718
08/23/2020,CO Springs - Las Vegas,,13,719
08/23/2020,Estes Park + Upper Thompson,,0,720
08/23/2020,Fort Collins - Boxelder,,0,721
08/23/2020,Fort Collins - Drake,,0,722
08/23/2020,Fort Collins - Mulberry,,0,723
08/23/2020,Greeley,,5,724
08/23/2020,Longmont,,0,725
08/23/2020,Louisville,,0,726
08/23/2020,Loveland,,0,727
08/23/2020,Metro Wastewater RWHTF - CC,,28,728
08/23/2020,Metro Wastewater RWHTF - PRC,,42,729
08/23/2020,Northglenn,12990.5,0,730
08/23/2020,Pueblo,,0,731
08/23/2020,Pueblo West,,0,732
08/23/2020,South Adams County,,0,733
08/23/2020,South Fort Collins,,0,734
08/23/2020,SPR,,8,735
08/23/2020,Wellington Water and Sewer,,0,736
08/24/2020,Aurora,16934.5,21,737
08/24/2020,Boulder,3616.6,5,738
08/24/2020,Broomfield,1391.5,0,739
08/24/2020,CO Springs - JD Phillips,9150.8,5,740
08/24/2020,CO Springs - Las Vegas,16686.5,15,741
08/24/2020,Estes Park + Upper Thompson,16151.1,0,742
08/24/2020,Fort Collins - Boxelder,5415.9,0,743
08/24/2020,Fort Collins - Drake,7498.5,0,744
08/24/2020,Fort Collins - Mulberry,4988.5,0,745
08/24/2020,Greeley,23407.1,0,746
08/24/2020,Longmont,8418,0,747
08/24/2020,Louisville,4080.4,0,748
08/24/2020,Loveland,,0,749
08/24/2020,Metro Wastewater RWHTF - CC,,28,750
08/24/2020,Metro Wastewater RWHTF - PRC,10083.9,45,751
08/24/2020,Northglenn,,0,752
09/02/2020,SPR,,14,753
09/02/2020,Wellington Water and Sewer,,0,754
09/03/2020,Aurora,18477.5,20,755
09/03/2020,Boulder,38466.4,29,756
09/03/2020,Broomfield,2363.1,0,757
09/03/2020,CO Springs - JD Phillips,15799.5,5,758
09/03/2020,CO Springs - Las Vegas,6185.5,14,759
09/03/2020,Estes Park + Upper Thompson,5504.4,0,760
09/03/2020,Fort Collins - Boxelder,16389.7,0,761
09/03/2020,Fort Collins - Drake,20166.8,11,762
09/03/2020,Fort Collins - Mulberry,1306.5,0,763
09/03/2020,Greeley,3382.6,9,764
09/03/2020,Longmont,1665.5,0,765
09/03/2020,Louisville,1073.5,0,766
09/03/2020,Loveland,,6,767
09/03/2020,Metro Wastewater RWHTF - CC,,31,768
09/03/2020,Metro Wastewater RWHTF - PRC,11407.8,42,769
09/03/2020,Northglenn,,0,770
09/03/2020,Pueblo,11674.9,0,771
09/03/2020,Pueblo West,,0,772
09/03/2020,South Adams County,9730.1,8,773
09/03/2020,South Fort Collins,4163.2,0,774
09/03/2020,SPR,8157.2,13,775
09/03/2020,Wellington Water and Sewer,,0,776
09/04/2020,Aurora,,22,777
09/04/2020,Boulder,,34,778
09/04/2020,Broomfield,,0,779
09/04/2020,CO Springs - JD Phillips,,5,780
09/04/2020,CO Springs - Las Vegas,,13,781
09/04/2020,Estes Park + Upper Thompson,,0,782
09/04/2020,Fort Collins - Boxelder,,0,783
09/04/2020,Fort Collins - Drake,,8,784
09/04/2020,Fort Collins - Mulberry,,0,785
09/04/2020,Greeley,,8,786
09/04/2020,Longmont,,0,787
09/04/2020,Louisville,,0,788
09/04/2020,Loveland,,5,789
09/04/2020,Metro Wastewater RWHTF - CC,,28,790
09/04/2020,Metro Wastewater RWHTF - PRC,,40,791
09/04/2020,Northglenn,23492.1,0,792
09/04/2020,Pueblo,,0,793
09/04/2020,Pueblo West,,0,794
09/04/2020,South Adams County,,8,795
09/04/2020,South Fort Collins,,0,796
09/04/2020,SPR,,9,797
09/04/2020,Wellington Water and Sewer,,0,798
09/05/2020,Aurora,,17,799
09/05/2020,Boulder,,30,800
09/07/2020,Fort Collins - Mulberry,,0,801
09/07/2020,Greeley,,0,802
09/07/2020,Longmont,,0,803
09/07/2020,Louisville,,0,804
09/07/2020,Loveland,,0,805
09/07/2020,Metro Wastewater RWHTF - CC,,20,806
09/21/2020,Aurora,21016.2,20,807
09/14/2020,CO Springs - Las Vegas,8296.8,17,808
09/16/2020,Longmont,,0,809
09/07/2020,Metro Wastewater RWHTF - PRC,,36,810
09/07/2020,Northglenn,9317.6,0,811
09/07/2020,Pueblo,,5,812
09/07/2020,Pueblo West,,0,813
09/07/2020,South Adams County,,0,814
09/07/2020,South Fort Collins,,0,815
09/07/2020,SPR,,8,816
09/07/2020,Wellington Water and Sewer,,0,817
09/08/2020,Aurora,,17,818
09/08/2020,Boulder,50690.9,48,819
09/08/2020,Broomfield,,0,820
09/08/2020,CO Springs - JD Phillips,,0,821
09/08/2020,CO Springs - Las Vegas,,18,822
09/08/2020,Estes Park + Upper Thompson,,0,823
09/08/2020,Fort Collins - Boxelder,,0,824
09/08/2020,Fort Collins - Drake,3998,0,825
09/08/2020,Fort Collins - Mulberry,95537.8,0,826
09/08/2020,Greeley,,5,827
09/08/2020,Longmont,,0,828
09/08/2020,Louisville,,0,829
09/08/2020,Loveland,,0,830
09/08/2020,Metro Wastewater RWHTF - CC,,25,831
09/08/2020,Metro Wastewater RWHTF - PRC,,48,832
09/08/2020,Northglenn,,0,833
09/08/2020,Pueblo,,6,834
09/08/2020,Pueblo West,,0,835
09/08/2020,South Adams County,,5,836
09/08/2020,South Fort Collins,,0,837
09/08/2020,SPR,,8,838
09/08/2020,Wellington Water and Sewer,,0,839
09/09/2020,Aurora,,17,840
09/09/2020,Boulder,,55,841
09/09/2020,Broomfield,,0,842
09/09/2020,CO Springs - JD Phillips,,5,843
09/09/2020,CO Springs - Las Vegas,,20,844
09/09/2020,Estes Park + Upper Thompson,,0,845
09/09/2020,Fort Collins - Boxelder,,0,846
09/09/2020,Fort Collins - Drake,,0,847
09/09/2020,Fort Collins - Mulberry,,0,848
09/09/2020,Greeley,,6,849
09/09/2020,Longmont,,0,850
09/09/2020,Louisville,,0,851
09/09/2020,Loveland,,0,852
09/09/2020,Metro Wastewater RWHTF - CC,,27,853
09/11/2020,SPR,,18,854
09/18/2020,Pueblo,,9,855
09/23/2020,Fort Collins - Boxelder,,0,856
09/09/2020,Metro Wastewater RWHTF - PRC,,61,857
09/14/2020,Estes Park + Upper Thompson,7940.2,0,858
09/14/2020,Fort Collins - Boxelder,19030.4,0,859
09/14/2020,Fort Collins - Drake,51502.5,0,860
09/14/2020,Fort Collins - Mulberry,9864.6,0,861
09/23/2020,Fort Collins - Drake,,10,862
09/14/2020,Greeley,28312.3,6,863
09/18/2020,Pueblo West,,0,864
09/16/2020,Louisville,,0,865
09/23/2020,Fort Collins - Mulberry,,5,866
09/11/2020,Wellington Water and Sewer,,0,867
09/21/2020,Boulder,66167.6,58,868
09/18/2020,South Adams County,,7,869
09/14/2020,Longmont,7699.9,5,870
09/09/2020,Northglenn,29339.2,0,871
09/16/2020,Loveland,,9,872
09/23/2020,Greeley,,13,873
09/12/2020,Aurora,,23,874
09/21/2020,Broomfield,7574.6,6,875
09/18/2020,South Fort Collins,,0,876
09/14/2020,Louisville,7574.1,0,877
09/09/2020,Pueblo,,6,878
09/16/2020,Metro Wastewater RWHTF - CC,,53,879
09/23/2020,Longmont,,7,880
09/12/2020,Boulder,,58,881
09/21/2020,CO Springs - JD Phillips,22508.2,0,882
09/18/2020,SPR,,24,883
09/14/2020,Loveland,,5,884
09/09/2020,Pueblo West,,0,885
09/16/2020,Metro Wastewater RWHTF - PRC,,114,886
09/23/2020,Louisville,,0,887
09/12/2020,Broomfield,,5,888
09/21/2020,CO Springs - Las Vegas,9761.4,18,889
09/18/2020,Wellington Water and Sewer,,0,890
09/14/2020,Metro Wastewater RWHTF - CC,,28,891
09/09/2020,South Adams County,,7,892
09/16/2020,Northglenn,41079,5,893
09/23/2020,Loveland,,6,894
09/12/2020,CO Springs - JD Phillips,,0,895
09/21/2020,Estes Park + Upper Thompson,23186.2,0,896
09/09/2020,South Fort Collins,,0,897
09/19/2020,Aurora,,23,898
09/09/2020,SPR,,12,899
09/19/2020,Boulder,,76,900
09/14/2020,Metro Wastewater RWHTF - PRC,13459.9,68,901
09/16/2020,Pueblo,,8,902
09/14/2020,Northglenn,36800,0,903
09/09/2020,Wellington Water and Sewer,,0,904
09/19/2020,Broomfield,,5,905
09/21/2020,Fort Collins - Boxelder,2053.2,0,906
09/12/2020,CO Springs - Las Vegas,,16,907
09/23/2020,Metro Wastewater RWHTF - CC,,70,908
09/23/2020,Metro Wastewater RWHTF - PRC,,140,909
09/14/2020,Pueblo,1625.3,0,910
09/23/2020,Northglenn,35875.1,9,911
09/12/2020,Estes Park + Upper Thompson,,0,912
09/10/2020,Aurora,13711.3,23,913
09/21/2020,Fort Collins - Drake,,5,914
09/14/2020,Pueblo West,,0,915
09/23/2020,Pueblo,,8,916
09/16/2020,Pueblo West,,0,917
09/12/2020,Fort Collins - Boxelder,,0,918
09/19/2020,CO Springs - JD Phillips,,0,919
09/10/2020,Boulder,93824,58,920
09/21/2020,Fort Collins - Mulberry,3420.6,0,921
09/14/2020,South Adams County,8257,5,922
09/23/2020,Pueblo West,,0,923
09/16/2020,South Adams County,,9,924
09/12/2020,Fort Collins - Drake,,8,925
09/19/2020,CO Springs - Las Vegas,,17,926
09/10/2020,Broomfield,2146.6,0,927
09/21/2020,Greeley,14109.5,7,928
09/14/2020,South Fort Collins,4936.3,0,929
09/23/2020,South Adams County,,14,930
09/16/2020,South Fort Collins,,0,931
09/12/2020,Fort Collins - Mulberry,,0,932
09/19/2020,Estes Park + Upper Thompson,,0,933
09/10/2020,CO Springs - JD Phillips,13420.7,5,934
09/21/2020,Longmont,7516.2,7,935
09/14/2020,SPR,4565.3,19,936
09/23/2020,South Fort Collins,,0,937
09/16/2020,SPR,,27,938
09/12/2020,Greeley,,6,939
09/19/2020,Fort Collins - Boxelder,,0,940
09/10/2020,CO Springs - Las Vegas,27216.1,19,941
09/21/2020,Louisville,14193.3,0,942
09/14/2020,Wellington Water and Sewer,,0,943
09/23/2020,SPR,,27,944
09/16/2020,Wellington Water and Sewer,,0,945
09/12/2020,Longmont,,0,946
09/19/2020,Fort Collins - Drake,,7,947
09/10/2020,Estes Park + Upper Thompson,7689,0,948
09/21/2020,Loveland,,0,949
09/15/2020,Aurora,,18,950
09/23/2020,Wellington Water and Sewer,,0,951
09/17/2020,Aurora,20789.8,22,952
09/12/2020,Louisville,,0,953
09/19/2020,Fort Collins - Mulberry,,0,954
09/10/2020,Fort Collins - Boxelder,5347.8,0,955
09/21/2020,Metro Wastewater RWHTF - CC,24072.9,44,956
09/15/2020,Boulder,,127,957
09/24/2020,Aurora,42387.4,40,958
09/17/2020,Boulder,281157.4,121,959
09/12/2020,Loveland,,0,960
09/19/2020,Greeley,,8,961
09/10/2020,Fort Collins - Drake,27522.7,0,962
09/21/2020,Metro Wastewater RWHTF - PRC,14118.5,89,963
09/15/2020,Broomfield,,5,964
09/24/2020,Boulder,110678.7,41,965
09/17/2020,Broomfield,2268.8,5,966
09/12/2020,Metro Wastewater RWHTF - CC,,28,967
09/19/2020,Longmont,,7,968
09/10/2020,Fort Collins - Mulberry,6556.5,0,969
09/21/2020,Northglenn,87161.9,7,970
09/15/2020,CO Springs - JD Phillips,,0,971
09/24/2020,Broomfield,8330.8,6,972
09/17/2020,CO Springs - JD Phillips,6959.9,0,973
09/12/2020,Metro Wastewater RWHTF - PRC,,60,974
09/19/2020,Louisville,,0,975
09/10/2020,Greeley,9359.4,6,976
09/21/2020,Pueblo,1205.1,5,977
09/15/2020,CO Springs - Las Vegas,,21,978
09/24/2020,CO Springs - JD Phillips,18721.8,5,979
09/24/2020,CO Springs - Las Vegas,12040.3,26,980
09/24/2020,Estes Park + Upper Thompson,2251.4,0,981
09/24/2020,Fort Collins - Boxelder,8041.8,0,982
09/24/2020,Fort Collins - Drake,35982,14,983
09/24/2020,Fort Collins - Mulberry,10805.2,6,984
09/24/2020,Greeley,23700.3,14,985
09/24/2020,Longmont,31524.4,6,986
09/24/2020,Louisville,32908.8,0,987
09/24/2020,Loveland,,5,988
09/24/2020,Metro Wastewater RWHTF - CC,25533.7,77,989
09/24/2020,Metro Wastewater RWHTF - PRC,44418.1,119,990
09/24/2020,Northglenn,,10,991
09/24/2020,Pueblo,22230.9,6,992
09/24/2020,Pueblo West,16808.5,0,993
09/24/2020,South Adams County,16430.4,12,994
09/24/2020,South Fort Collins,4630.6,0,995
09/24/2020,SPR,24397.1,28,996
09/24/2020,Wellington Water and Sewer,,0,997
09/25/2020,Aurora,,35,998
09/25/2020,Boulder,,38,999
09/25/2020,Broomfield,,6,1000
09/25/2020,CO Springs - JD Phillips,,0,1001
09/25/2020,CO Springs - Las Vegas,,25,1002
09/25/2020,Estes Park + Upper Thompson,,0,1003
09/25/2020,Fort Collins - Boxelder,,0,1004
09/25/2020,Fort Collins - Drake,,16,1005
09/25/2020,Fort Collins - Mulberry,,8,1006
09/25/2020,Greeley,,12,1007
09/25/2020,Longmont,,7,1008
09/25/2020,Louisville,,0,1009
09/15/2020,Estes Park + Upper Thompson,,0,1010
09/15/2020,Fort Collins - Boxelder,,0,1011
09/15/2020,Fort Collins - Drake,,9,1012
09/15/2020,Fort Collins - Mulberry,,5,1013
09/15/2020,Greeley,,7,1014
09/15/2020,Longmont,,0,1015
09/15/2020,Louisville,,0,1016
09/15/2020,Loveland,,7,1017
09/15/2020,Metro Wastewater RWHTF - CC,,39,1018
09/15/2020,Metro Wastewater RWHTF - PRC,,94,1019
09/15/2020,Northglenn,,0,1020
09/15/2020,Pueblo,,5,1021
09/15/2020,Pueblo West,2008.8,0,1022
09/15/2020,South Adams County,,8,1023
09/15/2020,South Fort Collins,,0,1024
09/15/2020,SPR,,22,1025
09/15/2020,Wellington Water and Sewer,,0,1026
09/16/2020,Aurora,,17,1027
09/16/2020,Boulder,,148,1028
09/16/2020,Broomfield,,5,1029
09/16/2020,CO Springs - JD Phillips,,0,1030
09/16/2020,CO Springs - Las Vegas,,20,1031
09/16/2020,Estes Park + Upper Thompson,,0,1032
09/16/2020,Fort Collins - Boxelder,,0,1033
09/16/2020,Fort Collins - Drake,,11,1034
09/16/2020,Fort Collins - Mulberry,,0,1035
09/16/2020,Greeley,,7,1036
09/12/2020,Northglenn,,0,1037
09/12/2020,Pueblo,,5,1038
09/12/2020,Pueblo West,,0,1039
09/17/2020,CO Springs - Las Vegas,6649,20,1040
09/12/2020,South Adams County,,0,1041
09/19/2020,Loveland,,0,1042
09/17/2020,Estes Park + Upper Thompson,20345.1,0,1043
09/10/2020,Longmont,3744.4,0,1044
09/12/2020,South Fort Collins,,0,1045
09/19/2020,Metro Wastewater RWHTF - CC,,48,1046
09/21/2020,Pueblo West,,0,1047
09/17/2020,Fort Collins - Boxelder,12110.9,0,1048
09/10/2020,Louisville,9552.5,0,1049
09/12/2020,SPR,,17,1050
09/19/2020,Metro Wastewater RWHTF - PRC,,80,1051
09/21/2020,South Adams County,14040.7,8,1052
09/17/2020,Fort Collins - Drake,4637.6,13,1053
09/12/2020,Wellington Water and Sewer,,0,1054
09/10/2020,Loveland,,0,1055
09/19/2020,Northglenn,,8,1056
09/21/2020,South Fort Collins,93581.4,0,1057
09/17/2020,Fort Collins - Mulberry,16937.6,5,1058
09/13/2020,Aurora,,20,1059
09/10/2020,Metro Wastewater RWHTF - CC,,31,1060
09/10/2020,Metro Wastewater RWHTF - PRC,10519.1,68,1061
09/10/2020,Northglenn,,0,1062
09/10/2020,Pueblo,2819.4,0,1063
09/10/2020,Pueblo West,,0,1064
09/10/2020,South Adams County,7175.1,7,1065
09/10/2020,South Fort Collins,6895.7,0,1066
09/10/2020,SPR,15554.5,15,1067
09/10/2020,Wellington Water and Sewer,,0,1068
09/11/2020,Aurora,,23,1069
09/11/2020,Boulder,,55,1070
09/11/2020,Broomfield,,5,1071
09/11/2020,CO Springs - JD Phillips,,5,1072
09/11/2020,CO Springs - Las Vegas,,17,1073
09/11/2020,Estes Park + Upper Thompson,,0,1074
09/11/2020,Fort Collins - Boxelder,,0,1075
09/11/2020,Fort Collins - Drake,,9,1076
09/11/2020,Fort Collins - Mulberry,,0,1077
09/11/2020,Greeley,,6,1078
09/11/2020,Longmont,,0,1079
09/11/2020,Louisville,,0,1080
09/11/2020,Loveland,,0,1081
09/11/2020,Metro Wastewater RWHTF - CC,,28,1082
09/11/2020,Metro Wastewater RWHTF - PRC,,68,1083
09/11/2020,Northglenn,,0,1084
09/11/2020,Pueblo,,0,1085
09/11/2020,Pueblo West,,0,1086
09/11/2020,South Adams County,,5,1087
09/11/2020,South Fort Collins,,0,1088
09/17/2020,Greeley,24911.7,7,1089
09/17/2020,Longmont,27811.3,0,1090
09/17/2020,Louisville,978.5,0,1091
09/17/2020,Loveland,,6,1092
09/17/2020,Metro Wastewater RWHTF - CC,24187.6,57,1093
09/17/2020,Metro Wastewater RWHTF - PRC,23695.2,112,1094
09/17/2020,Northglenn,,7,1095
09/17/2020,Pueblo,1113.9,8,1096
09/17/2020,Pueblo West,2612.5,0,1097
09/17/2020,South Adams County,6439.4,9,1098
09/17/2020,South Fort Collins,12649.7,0,1099
09/17/2020,SPR,38276.8,24,1100
09/17/2020,Wellington Water and Sewer,,0,1101
09/18/2020,Aurora,,23,1102
09/18/2020,Boulder,,99,1103
09/18/2020,Broomfield,,0,1104
09/18/2020,CO Springs - JD Phillips,,0,1105
09/18/2020,CO Springs - Las Vegas,,15,1106
09/18/2020,Estes Park + Upper Thompson,,0,1107
09/18/2020,Fort Collins - Boxelder,,0,1108
09/18/2020,Fort Collins - Drake,,8,1109
09/18/2020,Fort Collins - Mulberry,,0,1110
09/18/2020,Greeley,,9,1111
09/18/2020,Longmont,,5,1112
09/18/2020,Louisville,,0,1113
09/18/2020,Loveland,,7,1114
09/18/2020,Metro Wastewater RWHTF - CC,,56,1115
09/18/2020,Metro Wastewater RWHTF - PRC,,100,1116
09/18/2020,Northglenn,,8,1117
09/13/2020,Boulder,,60,1118
09/13/2020,Broomfield,,5,1119
09/13/2020,CO Springs - JD Phillips,,0,1120
09/13/2020,CO Springs - Las Vegas,,18,1121
09/13/2020,Estes Park + Upper Thompson,,0,1122
09/13/2020,Fort Collins - Boxelder,,0,1123
09/13/2020,Fort Collins - Drake,,7,1124
09/13/2020,Fort Collins - Mulberry,,0,1125
09/13/2020,Greeley,,6,1126
09/13/2020,Longmont,,0,1127
09/13/2020,Louisville,,0,1128
09/13/2020,Loveland,,0,1129
09/13/2020,Metro Wastewater RWHTF - CC,,24,1130
09/13/2020,Metro Wastewater RWHTF - PRC,,58,1131
09/13/2020,Northglenn,,0,1132
09/13/2020,Pueblo,,0,1133
09/13/2020,Pueblo West,,0,1134
09/13/2020,South Adams County,,0,1135
09/13/2020,South Fort Collins,,0,1136
09/13/2020,SPR,,17,1137
09/13/2020,Wellington Water and Sewer,,0,1138
09/14/2020,Aurora,,14,1139
09/14/2020,Boulder,61443.1,101,1140
09/14/2020,Broomfield,7242.1,0,1141
09/14/2020,CO Springs - JD Phillips,16919.2,0,1142
09/21/2020,SPR,18640.9,18,1143
09/21/2020,Wellington Water and Sewer,,0,1144
09/22/2020,Aurora,,31,1145
09/22/2020,Boulder,,52,1146
09/22/2020,Broomfield,,7,1147
09/22/2020,CO Springs - JD Phillips,,0,1148
09/22/2020,CO Springs - Las Vegas,,19,1149
09/22/2020,Estes Park + Upper Thompson,,0,1150
09/22/2020,Fort Collins - Boxelder,,0,1151
09/22/2020,Fort Collins - Drake,,6,1152
09/22/2020,Fort Collins - Mulberry,,0,1153
09/22/2020,Greeley,,11,1154
09/22/2020,Longmont,,6,1155
09/22/2020,Louisville,,0,1156
09/22/2020,Loveland,,5,1157
09/22/2020,Metro Wastewater RWHTF - CC,,53,1158
09/22/2020,Metro Wastewater RWHTF - PRC,,120,1159
09/22/2020,Northglenn,,7,1160
09/22/2020,Pueblo,,5,1161
09/22/2020,Pueblo West,3284.3,0,1162
09/22/2020,South Adams County,,11,1163
09/22/2020,South Fort Collins,,0,1164
09/22/2020,SPR,,23,1165
09/22/2020,Wellington Water and Sewer,,0,1166
09/23/2020,Aurora,,40,1167
09/23/2020,Boulder,,47,1168
09/23/2020,Broomfield,,8,1169
09/23/2020,CO Springs - JD Phillips,,5,1170
09/23/2020,CO Springs - Las Vegas,,25,1171
09/23/2020,Estes Park + Upper Thompson,,0,1172
09/19/2020,Pueblo,,6,1173
09/19/2020,Pueblo West,,0,1174
09/19/2020,South Adams County,,7,1175
09/19/2020,South Fort Collins,,0,1176
09/19/2020,SPR,,20,1177
09/19/2020,Wellington Water and Sewer,,0,1178
09/20/2020,Aurora,,19,1179
09/20/2020,Boulder,,64,1180
09/20/2020,Broomfield,,0,1181
09/20/2020,CO Springs - JD Phillips,,0,1182
09/20/2020,CO Springs - Las Vegas,,16,1183
09/20/2020,Estes Park + Upper Thompson,,0,1184
09/20/2020,Fort Collins - Boxelder,,0,1185
09/20/2020,Fort Collins - Drake,,6,1186
09/20/2020,Fort Collins - Mulberry,,0,1187
09/20/2020,Greeley,,7,1188
09/20/2020,Longmont,,7,1189
09/20/2020,Louisville,,0,1190
09/20/2020,Loveland,,0,1191
09/20/2020,Metro Wastewater RWHTF - CC,,44,1192
09/20/2020,Metro Wastewater RWHTF - PRC,,65,1193
09/20/2020,Northglenn,,6,1194
09/20/2020,Pueblo,,0,1195
09/20/2020,Pueblo West,,0,1196
09/20/2020,South Adams County,,6,1197
09/20/2020,South Fort Collins,,0,1198
09/20/2020,SPR,,19,1199
09/20/2020,Wellington Water and Sewer,,0,1200
10/04/2020,Metro Wastewater RWHTF - PRC,,115,1201
10/04/2020,Northglenn,,9,1202
10/04/2020,Pueblo,,11,1203
10/04/2020,Pueblo West,,0,1204
10/04/2020,South Adams County,,11,1205
10/04/2020,South Fort Collins,,0,1206
10/04/2020,SPR,,22,1207
10/04/2020,Wellington Water and Sewer,,0,1208
10/05/2020,Aurora,47118.6,50,1209
09/30/2020,Broomfield,,6,1210
10/05/2020,Boulder,37781.8,9,1211
10/05/2020,Broomfield,17385.3,11,1212
10/05/2020,CO Springs - JD Phillips,17235.1,12,1213
09/30/2020,CO Springs - JD Phillips,,7,1214
10/09/2020,CO Springs - Las Vegas,,57,1215
10/05/2020,CO Springs - Las Vegas,46992.9,47,1216
09/30/2020,CO Springs - Las Vegas,,41,1217
10/11/2020,Longmont,,11,1218
10/09/2020,Estes Park + Upper Thompson,,0,1219
10/05/2020,Estes Park + Upper Thompson,35317.6,0,1220
09/30/2020,Estes Park + Upper Thompson,,0,1221
10/11/2020,Louisville,,0,1222
10/09/2020,Fort Collins - Boxelder,,0,1223
10/05/2020,Fort Collins - Boxelder,20002.4,0,1224
09/30/2020,Fort Collins - Boxelder,,0,1225
10/11/2020,Loveland,,6,1226
10/09/2020,Fort Collins - Drake,,22,1227
09/27/2020,South Adams County,,7,1228
10/05/2020,Fort Collins - Drake,,11,1229
10/05/2020,Fort Collins - Mulberry,31440.5,6,1230
10/05/2020,Greeley,27782,8,1231
10/05/2020,Longmont,11868.5,6,1232
10/05/2020,Louisville,40018.7,0,1233
10/05/2020,Loveland,,5,1234
10/05/2020,Metro Wastewater RWHTF - CC,53577.5,86,1235
10/05/2020,Metro Wastewater RWHTF - PRC,34014.3,149,1236
10/05/2020,Northglenn,,11,1237
10/05/2020,Pueblo,26852.7,15,1238
10/05/2020,Pueblo West,22785.7,0,1239
10/05/2020,South Adams County,,14,1240
10/05/2020,South Fort Collins,21958.8,0,1241
10/05/2020,SPR,43215.9,25,1242
10/05/2020,Wellington Water and Sewer,,0,1243
10/06/2020,Aurora,,57,1244
10/06/2020,Boulder,,10,1245
10/06/2020,Broomfield,,10,1246
10/06/2020,CO Springs - JD Phillips,,14,1247
10/06/2020,CO Springs - Las Vegas,,52,1248
10/06/2020,Estes Park + Upper Thompson,,0,1249
10/06/2020,Fort Collins - Boxelder,,0,1250
10/06/2020,Fort Collins - Drake,,19,1251
10/06/2020,Fort Collins - Mulberry,,8,1252
10/06/2020,Greeley,,8,1253
10/06/2020,Longmont,,8,1254
10/06/2020,Louisville,,0,1255
10/06/2020,Loveland,,8,1256
10/06/2020,Metro Wastewater RWHTF - CC,,95,1257
10/06/2020,Metro Wastewater RWHTF - PRC,,168,1258
10/06/2020,Northglenn,,12,1259
10/06/2020,Pueblo,,16,1260
